Category,Şirket,Adres,fk_country,Province,Town,Telefon,Category,Tag
"Cep Telefonu Bilgisayar Tamir Ve Satış","BELMOBILE – CASH &REPAIR","Rue Ulens 88, Sint-Jans-Molenbeek, Brussels",1,2,315,"+32484200484",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","CASH & REPAIR","Brussels, Belçika",1,2,,"0 484 20 04 84",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Beyza Consulting","Pastoor Paquaylaan 67 /1, Heusden-Zolder, Limburg",1,3,91,"011 74 58 07",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Zera’s","Helmstraat 10, Antwerpen",1,1,3,"+32(0)484 91 51 51",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Uni Phone","Chaussée de Waterloo 160, Saint-Gilles, Brussel",1,2,314,"02 538 54 80",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Phone D’Anvers","Brederodestraat 124 2018, Antwerpen",1,1,3,"03 237 42 66",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Ramcom","Koolmijnlaan 120 Heusden-Zolder, Limburg",1,3,91,"011 533 900",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","HD TECH","Chaussée de Helmet 77, 1030 Schaerbeek, Brussel",1,2,312,"02 248 04 48",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Digital Seeds","Kioskplaats 39, Antwerpen",1,1,3,"03 248 04 94",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Sahin Gsm","Rue du Pont Neuf 11, Charleroi, Henegouwen",1,8,363,"071 33 35 00",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Real Universe Bvba","Driekoningenstraat 138, Antwerpen",1,1,3,"+32(0)484 91 51 51",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Tech Phone","Carnotstraat 43, Anvers, Antwerpen",1,1,3,"03 231 51 71",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","TBM Electro","Rue Verbist 3 1210 Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 01 08",24,55
"Cep Telefonu Bilgisayar Tamir Ve Satış","Hascom Computer","Chaussée de Haecht 163, Schaerbeek, Brussel",1,2,312,"02 219 49 16",24,55
"Danışmanlık","DemirAslan Consulting","Hoge-Aardstraat 22, 2610 Antwerpen, Belçika",1,1,3,"+32 489 54 37 50",30,117
"Danışmanlık","DemirAslan Hukuk Burosu (Advocatenkantoor)","Hoge-Aardstraat 22, 2610 Antwerpen, Belçika",1,1,3,"+32 486 43 14 12",30,117
"Danışmanlık","YIVA Engineering Srl","Adres bulunamadı",1,,,"+32476930357",30,117
"Danışmanlık","Pearl Therapy Center","Adres bulunamadı",1,,,"0488474188",30,117
"Danışmanlık","Proactive Consult","Frans Broeckaertlaan 45, Overmere Berlare,",1,,117,"0 488 511 148",30,117
"Danışmanlık","Kadir Sahbaz","Kouterstraat 16, Evergem, Oost Vlaanderen",1,4,128,"+32(0)484 91 51 51",30,117
"Danışmanlık","Alfa Consulting","Pothoekstraat 65, Antwerpen, Antwerpen",1,1,3,"03 663 53 20",30,117
"Danışmanlık","Mavzer Consulting","Ossenstraat 1, Gent, Oost Vlaanderen",1,4,130,"0487 246 846",30,117
"Danışmanlık","Ramazan Yürük","Buisstraat 13 b, Sint-Amands, Antwerpen",1,1,58,"+32(0)484 91 51 51",30,117
"Danışmanlık","Selcuk Perin","Avenue Paul Deschanel 146, Schaarbeek, Brussel",1,2,312,"02 215 60 18",30,117
"Danışmanlık","Gülcan Köksal","Chaussée de Haecht 41, Sint-Joost-ten-Node, Brussel",1,2,316,"02 219 15 25",30,117
"Danışmanlık","Yaver Zeytinoglu","Rue du Ban 4 Celles, Henegouwen",1,8,361,"+32(0)484 91 51 51",30,117
"Danışmanlık","Yilmaz Bakir","Brussel, Brussel",1,2,304,"+32(0)484 91 51 51",30,117
"Danışmanlık","Erdogan Koca","Korfbalstraat 21, Beringen, Limburg",1,3,74,"011 426 442",30,117
"Danışmanlık","Yurdagul Zevne","Kleine dreef 36 , Heist-op-den-Berg, België, Limburg",1,3,22,"+32(0)484 91 51 51",30,117
"Danışmanlık","Akdogdu Salih","Leerhoeklaan 55, Ekeren, Antwerpen",1,1,3,"+32(0)484 91 51 51",30,117
"Danışmanlık","Cemal Mozaikci","Binnenlaan 9 Genk, Limburg",1,3,462,"+32(0)484 91 51 51",30,117
"Danışmanlık","Omer Yumlu","Meidoornstraat 28 Diest, Vlaams Brabant",1,6,249,"+32(0)484 91 51 51",30,117
"Danışmanlık","Esma Caner","Rue Royale 43/11, Henegouwen",1,8,,"+32(0)484 91 51 51",30,117
"Danışmanlık","Mustafa Caner","Résidence Bel Air 100/2/1 Châtelet, Henegouwen",1,8,364,"+32(0)484 91 51 51",30,117
"Danışmanlık","Ahmet Arkan","Laardijkstraat 55, Limburg",1,3,462,"+32(0)484 91 51 51",30,117
"Danışmanlık","Dondu Kilincarslan","Julius de Geyterstraat 85/5 2020, Antwerpen",1,1,3,"+32(0)484 91 51 51",30,117
"Danışmanlık","Abdurrahman Kaya","Rue Eloy 26, Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",30,117
"Danışmanlık","Hacioglu Cengiz","Kerkstraat 12 9090 Melle, Oost Vlaanderen",1,4,149,"+32(0)484 91 51 51",30,117
"Danışmanlık","TM Tax B.V.B.A.","Amerikalei 122 2000, Antwerpen",1,1,3,"+32 (0)3 248 47 60",30,117
"Danışmanlık","Sadi Seyhan","Ossenstraat 1, Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",30,117
"Danışmanlık","Kadir Kaya","Onze-Lieve-Vrouwstraat 2, Antwerpen",1,1,3,"03 298 59 25",30,117
"Danışmanlık","Aslan Consulting","Wittestraat 103 2020, Antwerpen",1,1,3,"+32 (0) 3 259 11 20",30,117
"Dernekler","Eyad Asbl","Chaussée de Haecht 75, Saint-Josse-ten-Noode, Brussels, Belçika",1,2,316,"+32 2 218 05 07",21,90
"Dernekler","MÜSİAD","Rue des Confédérés 47 1000, Brussel",1,2,304,"32 2 736 77 02",21,90
"Dernekler","UTİAD İŞ ADAMLARI DERNEĞİ","Van Praetstraat 100, Hemiksem, Antwerpen",1,1,3,"03 646 01 70",21,90
"Diğer","Br Solition","Koolmijnlaan 416 /1, Heusden-Zolder, Limburg",1,3,91,"+32(0)484 91 51 51",27,118
"Diğer","Showleer","Provinciestraat 133, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Douane(Gümrük Müşaviri)","Manchesterlaan 3, Antwerpen",1,1,3,"03 541 36 83",27,118
"Diğer","Dilek Ozpulu (ARCHITECTUUR)","Kwadestraat 1 3460 Bekkevoort, Vlaams Brabant",1,6,243,"+32(0)484 91 51 51",27,118
"Diğer","Atelier Yasar","Rue Pierre Marchant 11/13 1070 Anderlecht, Brussel",1,2,303,"02 520 61 17",27,118
"Diğer","Ely Flower","Chaussée de Ninove 394, Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",27,118
"Diğer","Saray Satalite","Driekoningenstraat 81, Antwerpen",1,1,3,"03 281 82 22",27,118
"Diğer","Group Cal bvba (Kaynak isleri)","Graaf van Loonstraat 19, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Naz Çerez","Wittestraat 96 2020, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Baklavaland","Sleepstraat 66, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",27,118
"Diğer","FORZA Sb Events","Patrijsstraat 1 9000 Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",27,118
"Diğer","Yagi – Algemeen schrijnwerkerij","Krokussenlaan 12, 3583 Paal Beringen, Limburg",1,3,74,"011 72 66 37",27,118
"Diğer","Bya trading","Englebert Adanglaan103, 3970 Leopoldsburg, Limburg",1,3,97,"+32(0)484 91 51 51",27,118
"Diğer","KOC METIN","Schansstraat 134 b2, 3550 Heusden, Limburg",1,3,462,"011 57 42 80",27,118
"Diğer","Apri","Slagveld 10, 3945 Oostham, Limburg",1,3,462,"011 44 89 26",27,118
"Diğer","BelgateQ Denetim sirketi","Driekoningenstraat 110/1 2600, Antwerpen",1,1,3,"32 (0)3 808 27 77",27,118
"Diğer","Food truck – fresh Cooking","Leopold II laan 125 Sint-Jans-Molenbeek, Brussel",1,2,315,"+32(0)484 91 51 51",27,118
"Diğer","Guler company","Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",27,118
"Diğer","Seda","Gemeneweidestraat 2 Jabbeke, West Vlaanderen",1,5,197,"050 820 730",27,118
"Diğer","Gp Architekturbüro","Bergstraße 30, Raeren, Luik",1,9,476,"087 783 898",27,118
"Diğer","Local Sportif Yildiz Club 61","Rue du Wainage 164, Farciennes, Henegouwen",1,8,377,"+32(0)484 91 51 51",27,118
"Diğer","Bakim Recep","Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",27,118
"Diğer","Kristal Video","Waterleidingstraat 1b, Heusden-Zolder, Limburg",1,3,91,"011 571 968",27,118
"Diğer","Ucar","RUE JOHN LENNON, 4371 BELVAUX, Lüksemburg",1,,,"+32(0)484 91 51 51",27,118
"Diğer","Ynk fashion nv","De Weven 2, Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",27,118
"Diğer","Erpak san","Woestijnstraat 57a Bornem, Antwerpen",1,1,3,"03 771 96 60",27,118
"Diğer","Pumpy Roux","Rue de Courcelles 181 Charleroi, Henegouwen",1,8,369,"071 457 727",27,118
"Diğer","Aksaray textile","Rue Paul Janson 13, Charleroi, Henegouwen",1,8,363,"+32(0)484 91 51 51",27,118
"Diğer","Gülabi Kubat","Brussel",1,2,304,"+32(0)484 91 51 51",27,118
"Diğer","Studio East","Diest, Vlaams Brabant",1,6,249,"+32(0)484 91 51 51",27,118
"Diğer","Kadir Kubat","Brüksel, Brussel",1,2,304,"+32(0)484 91 51 51",27,118
"Diğer","Ahmet Yalcin","Charleroi, Henegouwen",1,8,363,"+32(0)484 91 51 51",27,118
"Diğer","Dancing onder ons","Tiensebaan 73 Bekkevoort, Vlaams Brabant",1,6,243,"016 777 175",27,118
"Diğer","Hardo bvba","Spieveldstraat 9 Lokeren, Oost Vlaanderen",1,4,145,"+32(0)484 91 51 51",27,118
"Diğer","Tugce Sweet","Statiestraat 93, Berchem 2600, Antwerpen",1,1,3,"+32 476 90 08 42",27,118
"Diğer","Normatex","Rue Meyers-Hennau 15, Brussel",1,2,304,"02 479 96 46",27,118
"Diğer","Nevra Bvba","Herentalsebaan 167, Deurne, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Esraforhome (ic mimar)","De Bosschaertstraat 275, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Su Aritma Sistemleri","Liège, Luik",1,9,,"+32(0)484 91 51 51",27,118
"Diğer","Ay Zorg","Zinniastraat 71 Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",27,118
"Diğer","Cordonnerie ural","Rue Grétry 6 4020, Luik",1,9,,"04 343 10 25",27,118
"Diğer","Aycolas","Brederodestraat 195, Antwerpen, Antwerpen",1,1,3,"03 283 57 47",27,118
"Diğer","Oguz Karaca","Collegestraat 10, Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",27,118
"Diğer","A.A Security","Rue des Deux Églises 72, Sint-Joost-ten-Node, Brussel",1,2,316,"+32(0)484 91 51 51",27,118
"Diğer","Nevzat Copur (ressam)",,1,,,"+32(0)484 91 51 51",27,118
"Diğer","au sinl de l’ongle","Wijnheuvelenstraat 179, Schaarbeek, Brussel",1,2,312,"02 248 18 40",27,118
"Diğer","Yun-Cars","Rue Masui 152, Schaarbeek, Brussel",1,2,312,"02 201 37 53",27,118
"Diğer","Secu Building","Lodewijk Van Boeckelstraat 16, Evere, Brussel",1,2,304,"+32(0)484 91 51 51",27,118
"Diğer","Demir Print","Rue de la Montagne 48, Verviers, Luik",1,9,493,"+32(0)484 91 51 51",27,118
"Diğer","Dj Viva","Limburg",1,3,462,"+32 495 148 378",27,118
"Diğer","Le Printemps (Librairie )","Chaussée de Haecht 339, Schaarbeek, Brussel",1,2,312,"02 245 02 89",27,118
"Diğer","Sahlan Müzik Ekibi","Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",27,118
"Diğer","Aklas","Genebroekstraat 86, Beringen, Limburg",1,3,74,"011 763 244",27,118
"Diğer","Tiker Camera & Alarm","Suikerstraat 3, Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",27,118
"Diğer","Aras Company","Bergensesteenweg 691/A1, Anderlecht, Brussel",1,2,303,"03 777 29 84",27,118
"Diğer","Eyfel Parfume & Accesoires","Abdijstraat 140, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Arat Bvba","Bloemistenstraat 19, Sint-Amandsberg Gent, Oost-Vlaanderen, Belçika",1,4,130,"+32(0)484 91 51 51",27,118
"Diğer","Belgian Bricks bvba","Windmolenstraat 205, Hoboken, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","Eslas","Rue de la Déportation 218b, Tubize, Vlaams Brabant",1,6,344,"+32(0)484 91 51 51",27,118
"Diğer","Erginpack","Rue du Cerf 15b, Seraing, Luik",1,9,481,"+32(0)484 91 51 51",27,118
"Diğer","City Rent","Noorderlaan 98,, Antwerpen",1,1,3,"+32(0)484 91 51 51",27,118
"Diğer","DIFFUSION DENTAL",,1,,,"0032471194268",27,118
"Diğer","Nigual Group BVBA","Antwerpen, Belçika",1,1,3,"+32 485 35 55 95",27,118
"Diğer","Beauty Alara","Brugsesteenweg 385, Mariakerke Gent, Oost Vlaanderen, Belçika",1,4,130,"+32 484 560 531",27,118
"Diğer","EMCD Electro Mechanic & Construct Design","Limburg, Belçika",1,3,462,"+32(0)488 470 470",27,118
"Diğer","STS Senlikoglu Technical Services","Antwerpen, Belçika",1,1,3,"0484919450",27,118
"Diğer","Pearl Therapy Center","Adres bulunamadı",1,,,"0488474188",27,118
"Diğer","Mimar Dilek Oztulu","Bekkevoort, Vlaams-Brabant, Belçika",1,,243,"0032 485 863 955",27,118
"Doktorlar","Operator Uzman Doktor Hatice Buruklar","Adres bulunamadı",1,,,"+32(0)484 91 51 51",26,97
"Doktorlar","Terapist Gülay Özen","Jan van Rijswijcklaan 164, 2020 Antwerpen, Belçika",1,1,3,"0488 836 625",26,97
"Doktorlar","Yusuf Ozgunes (Relatiepsycholoog)","Kapelsesteenweg 402, Brasschaat 2930 Antwerpen, Belçika",1,1,14,"+32 3 256 18 98",26,97
"Doktorlar","Melike Aydinli (Klinisch psycholoog)",,1,,,"+32 484 565 630",26,97
"Doktorlar","Psycholoog Dilara Kemer","Elisabethlaan 117a, Berchem 2600 Antwerpen, Belçika",1,1,3,"+32 484 54 98 22",26,97
"Doktorlar","DIFFUSION DENTAL",,1,,,"0032471194268",26,97
"Doktorlar","Pehlivan Melek","Désiré Fiévéstraat 45, Gent, Oost Vlaanderen",1,4,130,"09 225 51 48",26,97
"Doktorlar","Feyza Namni (dis doktoru)","Chaussée de Helmet 65, Schaarbeek, Brussel",1,2,312,"022 157 513",26,97
"Doktorlar","Zengin Gürcan",,1,,,"025 202 552",26,97
"Doktorlar","Aslan K.","Brussel",1,2,304,"+32(0)484 91 51 51",26,97
"Doktorlar","Gumus Vedat","Brussel",1,2,304,"022 178 919",26,97
"Doktorlar","Kizilöz Blommé Seda","Koningin Astridlaan 110, Kontich, Antwerpen",1,1,3,"03 646 53 50",26,97
"Doktorlar","Kacmaz Ozkan","Land van Waaslaan 6c, Gent, Oost Vlaanderen",1,4,130,"09 238 49 00",26,97
"Doktorlar","Doktor Nazife Yilmaz","Avenue Paul Deschanel 151 1030 Schaerbeek, Brussel",1,2,312,"02 241 00 85",26,97
"Doktorlar","Şamil Bilgiç(Diş Hekimi)","Spoorwegstraat 67, Berchem, Antwerpen",1,1,3,"03 238 30 29",26,97
"Doktorlar","Belkis Karahisarli (Dis Hekimi)","Rue Josaphat 45, Schaerbeek, Brussel",1,2,312,"02 223 57 35",26,97
"Doktorlar","Bayram Kuz","Rue Lucien Defays 25, Verviers, Luik",1,9,493,"087 31 44 83",26,97
"Doktorlar","Ergün Özlü","Rue du Centre 268 4420 Saint-Nicolas, Luik",1,9,161,"04 226 53 23",26,97
"Doktorlar","Karaman Yücel (Jinekolog)","Avenue Winston Churchill 226 1180 Uccle, Brussel",1,2,304,"02 345 97 87",26,97
"Doktorlar","Yurdagül Çağdaş",,1,,,"02 355 71 72",26,97
"Doktorlar","Ortopedist Kazım Kalaycı","Groenenborgerlaan 192, Wilrijk 2610 Antwerpen, Belçika",1,1,3,"+32 486 89 17 76",26,97
"Doktorlar","Abdulkadir Kara","Avenue Rogier 122, Schaerbeek, Brussel",1,2,312,"02 242 50 81",26,97
"Doktorlar","Jinekolog Maksude Ak","Avenue Paul Deschanel 59 1030 Schaerbeek, Brussel",1,2,312,"+32(0)484 91 51 51",26,97
"Doktorlar","Denizli Yüksel","Avenue Paul Deschanel 59 1030 Schaerbeek, Brussel",1,2,312,"02 242 69 40",26,97
"Döner Snacks","Coban Pizza Pita","Pastoor Boelstraat, Temse,25 Oost Vlaanderen, Belçika",1,4,163,"+32 3 771 59 56",11,68
"Döner Snacks","Reyhan Kebap","Rue de Mons 51, Marchienne-au-Pont 6030 Charleroi, Henegouwen, Belçika",1,8,363,"+32 484 603 968",11,68
"Döner Snacks","Frituur Alaturka","Driekoningenstraat 67, Berchem, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,68
"Döner Snacks","Dönerland","Sint Martensplein 1, Aalst, Oost Vlaanderen",1,4,114,"+32(0)484 91 51 51",11,68
"Döner Snacks","Kaya Döner","Waterstraat 10, Bilzen, Limburg",1,3,462,"089 615 895",11,68
"Döner Snacks","Pitta Serhat","Truweelstraat 68, Sint-Niklaas, Oost Vlaanderen",1,4,161,"+32(0)484 91 51 51",11,68
"Döner Snacks","Aksu Döner kebap & pizzeria","Steenweg 17, As, Limburg",1,3,462,"089 659 412",11,68
"Döner Snacks","Euro Kebap","Aarschotsesteenweg 381, Wilsele, Vlaams Brabant",1,6,,"016 440 141",11,68
"Döner Snacks","Pitta Kadir","Nieuwstraat 22, Wetteren, Oost Vlaanderen",1,4,166,"+32(0)484 91 51 51",11,68
"Döner Snacks","Gold Snack Kebap","Franklin Rooseveltlaan 115, Brussel",1,2,304,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pita Kapadokya","Avenue de la Salm 43, Vielsalm, Luik",1,9,542,"080 217 384",11,68
"Döner Snacks","Snack izmir","Rue Richard Vandevelde 20 , Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Petit Palais","Rue Josaphat 46, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Murat","Chaussée de Waterloo 111 Sint-Gillis, Brussel",1,2,314,"02 275 10 29",11,68
"Döner Snacks","Snack Kaya",,1,,,"02 245 85 62",11,68
"Döner Snacks","Snack Kardes","Rue Nestor De Tière 68, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pitta sofra","Mercatorstraat 10, Sint-Niklaas,, Oost Vlaanderen",1,4,161,"03 345 43 77",11,68
"Döner Snacks","Pitta Safak","Heirbrugstraat 170, Lokeren, Oost Vlaanderen",1,4,145,"09 348 47 24",11,68
"Döner Snacks","Sezer Snack","Emilius Seghersplein 2, Gent, Oost Vlaanderen",1,4,130,"09 226 27 26",11,68
"Döner Snacks","Emirdag Koftecisi","Sleepstraat 129, Gent, Oost Vlaanderen",1,4,130,"0496 26 00 69",11,68
"Döner Snacks","Dolu kebap","Stationlaan 50, Bilzen, Limburg",1,3,462,"0477616170",11,68
"Döner Snacks","Ahi Doner","Brederodestraat 140, Antwerpen",1,1,3,"03 257 04 09",11,68
"Döner Snacks","Snack istanbul","Rue Wayez 124, Anderlecht, Brussel",1,2,303,"02 520 21 40",11,68
"Döner Snacks","Snack Moda","Nationalestraat 41 2000, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,68
"Döner Snacks","Aladdin kebap","Pauwengraaf 56 Maasmechelen, Limburg",1,3,101,"089 733 833",11,68
"Döner Snacks","Doner kebap Karadeniz","Oude Baan 67 Maasmechelen, Limburg",1,3,101,"089 773 659",11,68
"Döner Snacks","Snackbar Istanbul","Turnhoutsebaan 65 Mol, Antwerpen",1,1,3,"014 319 951",11,68
"Döner Snacks","Pitta Berkan","Dorp 38/1, Oosterzele, Oost Vlaanderen",1,4,154,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pitta Layle","Lourdesstraat 64, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Sila","Paalsesteenweg 312 Beringen, Limburg",1,3,74,"011 211 522",11,68
"Döner Snacks","Snack Botanique","Chaussée de Charleroi 276 Charleroi, Henegouwen",1,8,363,"071 417 937",11,68
"Döner Snacks","Donas Kebap","Palace lieds 27 1030, Brussel",1,2,304,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pita Ster","Gillisplaats 5, Antwerpen",1,1,3,"03 237 35 99",11,68
"Döner Snacks","Le Cappadoce","Rue Sylvain Guyaux 31 La Louvière, België, Henegouwen",1,8,389,"06 426 46 26",11,68
"Döner Snacks","Pita Palace","Rue Longue 17 Sint-Pieters-Woluwe, Brussel",1,2,318,"02 306 56 53",11,68
"Döner Snacks","Üstün Kebap","Dorpsstraat 51, Houthalen-Helchteren, Limburg",1,3,93,"011 601 972",11,68
"Döner Snacks","Doner kebap Egeos","Kazernelaan 54 Houthalen-Helchteren, Limburg",1,3,93,"011 822 775",11,68
"Döner Snacks","Huzur kapadokya","Helzoldstraat 26/1 Houthalen-Helchteren, Limburg",1,3,93,"011 522 474",11,68
"Döner Snacks","Dogan Snack","Sint-Bernardsesteenweg 255-259, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,68
"Döner Snacks","Simur doner","Tiensesteenweg 84 Leuven, Vlaams Brabant",1,6,273,"016 503 600",11,68
"Döner Snacks","Memo doner","Beringersteenweg 9, Heusden-Zolder, Limburg",1,3,91,"011 428 508",11,68
"Döner Snacks","Pasa snack","Sint-Willibrordusplein 25, Heusden-Zolder, Limburg",1,3,91,"011 433 275",11,68
"Döner Snacks","Enez Grill","Rue des Fripiers 10, Namen",1,1,570,"081 659 818",11,68
"Döner Snacks","Doner kebap Laakdal","Markt 22 Laakdal, Antwerpen",1,1,3,"013 678 268",11,68
"Döner Snacks","Snack Pamukkale Bedir","Rue Henri Orban 33, Luik",1,9,,"04 384 33 94",11,68
"Döner Snacks","Doner kebap Izmir","Stationslaan 31Tongeren, Limburg",1,3,462,"012 263 723",11,68
"Döner Snacks","Izmir snack","Leopoldlaan 79 Overpelt, Limburg",1,3,462,"011 663 391",11,68
"Döner Snacks","Snack Antalya 2","Rue Paul Janson 10 Seraing, Luik",1,9,481,"04 234 29 08",11,68
"Döner Snacks","Antalya snack","Burgemeester Potiaulaan 87, Dendermonde, Oost Vlaanderen",1,4,124,"052 343 565",11,68
"Döner Snacks","Eethuis ijssalon","Geelsebaan 104 2430 Laakdal, Antwerpen",1,1,3,"013 66 74 70",11,68
"Döner Snacks","Pitta Ekrem","Bloemstraat 25 9050 Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Orhan","Liedekerkestraat 137, 1210 Sint-Joost-ten-node, Brussel",1,2,316,"02 219 33 21",11,68
"Döner Snacks","Snack Aydin Beringen","Koolmijnlaan 275 3581 Beringen, Limburg",1,3,74,"011 74 09 39",11,68
"Döner Snacks","Sultan doner kebap","Dorp 46, Herselt, Antwerpen",1,1,3,"014 541 392",11,68
"Döner Snacks","Snack Aydin","Kempische Steenweg 39, Hasselt, Limburg",1,3,86,"011 233 347",11,68
"Döner Snacks","Eethuis Sato","Kempische Steenweg 475, Hasselt, Limburg",1,3,86,"011 242 473",11,68
"Döner Snacks","Eethuis Star","Paalsteenstraat 2, Hasselt, Limburg",1,3,86,"011 745 534",11,68
"Döner Snacks","Svn kebap","Badderijstraat 23, Hasselt, Limburg",1,3,86,"011 243 530",11,68
"Döner Snacks","kebap 32","Dendermondsesteenweg 281, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pitta snack Saray","Goedendagstraat 45, Gent, Oost Vlaanderen",1,4,130,"09 251 85 50",11,68
"Döner Snacks","Yasmin","Frans van Ryhovelaan 160, Gent, Oost Vlaanderen",1,4,130,"09 329 40 56",11,68
"Döner Snacks","Pita Gül","Dendermondsesteenweg 4, Gent, Oost Vlaanderen",1,4,130,"09 228 97 23",11,68
"Döner Snacks","Kaptan snack","Wondelgemstraat 9, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Isparta","Sint-Pietersnieuwstraat 106, Gent, Oost Vlaanderen",1,4,130,"09 223 54 57",11,68
"Döner Snacks","Esra Snack","Sint-Joriskaai 17, Gent, Oost Vlaanderen",1,4,130,"09 234 24 11",11,68
"Döner Snacks","Snack Tosi","Overpoortstraat 18, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,68
"Döner Snacks","Ozun expres","Antwerpsesteenweg 98, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,68
"Döner Snacks","Selo Doner Kebap","Europalaan 95, Genk, Limburg",1,3,462,"089 367 730",11,68
"Döner Snacks","De Turk","Hoevenzavellaan 100 Genk, Limburg",1,3,462,"+32(0)484 91 51 51",11,68
"Döner Snacks","Snack Saint Denis","Place Saint-Denis 1190 Vorst, Brussel",1,2,304,"02 376 91 00",11,68
"Döner Snacks","Pitta Izmir 2","Holstraat 2, Evergem, Oost Vlaanderen",1,4,128,"+32(0)484 91 51 51",11,68
"Döner Snacks","Ararat Doner kebap","Brusselsesteenweg 313, Eppegem, Zemst, Vlaams Brabant",1,2,301,"015 615 415",11,68
"Döner Snacks","Pitta kurt 3","Brusselbaan 103 1790 Affligem, Vlaams Brabant",1,2,239,"+32(0)484 91 51 51",11,68
"Döner Snacks","Pitta Istanbul","Place Verte 17 Dour, Henegouwen",1,8,370,"+32(0)484 91 51 51",11,68
"Döner Snacks","Kusadasi","Hasseltsestraat 38 Diest, Vlaams Brabant",1,6,249,"013 322 082",11,68
"Döner Snacks","Efes grillhouse","Hasseltsestraat 83 Diest, Vlaams Brabant",1,6,249,"013 315 752",11,68
"Döner Snacks","Orient Diest","Delphine Alenuslaan 39 Diest, Vlaams Brabant",1,6,249,"013 678 326",11,68
"Döner Snacks","Karine","Sint-Jorisgilde 1, Dendermonde, Oost Vlaanderen",1,4,124,"052 466 666",11,68
"Döner Snacks","Antalya Snack","Burgemeester Potiaulaan 87 Dendermonde, Oost Vlaanderen",1,4,124,"+32(0)484 91 51 51",11,68
"Döner Snacks","Döner Gold","Place du Manège 5, Henegouwen",1,8,,"071 322 242",11,68
"Döner Snacks","Snack pitta Sibel","Molenstraat 1 9960, Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",11,68
"Döner Snacks","Frituur Tansu","Statiestraat 159, Antwerpen",1,1,3,"03 281 40 14",11,68
